customer.customerid,customer.number,customer.contract,customer.paperlessbilling,customer.paymentmethod,customer.gender,customer.seniorcitizen,customer.partner,customer.dependents,customer.internetservice,customer.onlinesecurity,customer.onlinebackup,customer.deviceprotection,customer.techsupport,customer.streamingtv,customer.streamingmovies,customer.tenure,customer.phoneservice,customer.multiplelines
6774-GJFDD,766439999,Month-to-Month,No,Mailed check,Male,0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,40,Yes,Yes
1782-FDXRS,761229889,One Year,No,Mailed check,Male,0,No,No,DSL,Yes,Yes,Yes,No,No,Yes,70,Yes,Yes
7585-QDXWZ,768373316,Two Year,No,Mailed check,Female,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,42,Yes,No
5276-UNGBU,761492048,One Year,No,Credit card (automatic),Female,0,No,Yes,DSL,No,No,No,No,No,Yes,69,Yes,Yes
6412-ZOTLT,765850202,One Year,Yes,Mailed check,Male,0,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,13,Yes,No
4105-AGKHF,769880668,Month-to-Month,Yes,Electronic check,Female,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,72,Yes,Yes
4668-WGHOD,766407265,One Year,No,Mailed check,Male,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,30,Yes,No
7818-UETNU,767849058,One Year,Yes,Mailed check,Male,0,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,71,No,No phone service
9502-VMREF,760935011,Two Year,No,Mailed check,Female,0,No,No,Fiber Optic,Yes,No,No,No,No,No,22,Yes,Yes
3276-BCIFO,760803940,Month-to-Month,Yes,Mailed check,Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,45,No,No phone service
7568-GJWGF,762311271,Month-to-Month,Yes,Mailed check,Female,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,48,Yes,No
0408-GAYET,764310123,Month-to-Month,Yes,Bank transfer (automatic),Female,0,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,56,Yes,No
0157-LAMZG,762311296,One Year,No,Mailed check,Male,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,32,Yes,No
5984-MUIEX,761131650,Month-to-Month,Yes,Bank transfer (automatic),Female,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,35,No,No phone service
6753-VVSVX,762016399,One Year,Yes,Electronic check,Female,0,Yes,No,DSL,No,Yes,No,Yes,Yes,No,1,Yes,No
7587-BYWJY,764965522,One Year,No,Mailed check,Female,0,No,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,38,No,No phone service
1321-VOXZB,763327124,One Year,Yes,Credit card (automatic),Male,0,No,Yes,Fiber Optic,No,No,No,No,Yes,No,57,Yes,No
7836-ELSSG,766603932,One Year,No,Electronic check,Male,0,No,No,DSL,Yes,Yes,No,Yes,Yes,No,64,Yes,Yes
1319-WATTU,767259303,Month-to-Month,Yes,Electronic check,Male,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,No phone service
9028-EFRWZ,766997174,Month-to-Month,No,Bank transfer (automatic),Male,0,No,No,DSL,Yes,No,No,Yes,No,No,56,No,No phone service
5497-KHMZN,766735031,Two Year,No,Mailed check,Male,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,30,No,No phone service
4341-ZQALE,769127096,Two Year,No,Bank transfer (automatic),Female,0,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,33,Yes,Yes
1691-UVRKV,761361085,Two Year,No,Credit card (automatic),Male,0,Yes,No,DSL,No,Yes,No,Yes,No,Yes,60,No,No phone service
2553-IGKFG,769553089,One Year,Yes,Electronic check,Male,0,No,No,DSL,Yes,Yes,Yes,No,No,Yes,1,Yes,Yes
5747-NUCVN,769094338,Month-to-Month,No,Credit card (automatic),Female,0,No,Yes,DSL,No,No,Yes,No,No,No,29,No,No phone service
9627-HZOQR,769913539,One Year,Yes,Mailed check,Male,0,No,No,DSL,No,No,Yes,No,No,Yes,43,Yes,No
4275-TGAVQ,765719241,One Year,Yes,Electronic check,Male,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,23,Yes,No
9394-PHVVH,763589327,Month-to-Month,Yes,Electronic check,Male,0,Yes,No,DSL,No,Yes,Yes,No,No,No,57,No,No phone service
7735-HGDLU,764244689,Month-to-Month,Yes,Electronic check,Female,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,37,Yes,Yes
5455-EZEBU,763720404,Month-to-Month,No,Credit card (automatic),Female,0,No,Yes,DSL,Yes,Yes,No,Yes,No,No,41,Yes,No
7460-TZSJZ,767062743,One Year,No,Bank transfer (automatic),Male,0,No,No,DSL,Yes,Yes,Yes,No,No,Yes,16,No,No phone service
9251-HCOIM,767685337,Two Year,Yes,Mailed check,Female,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,68,Yes,Yes
4760-DABPI,769356505,Two Year,No,Electronic check,Male,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,34,Yes,Yes
0573-UPTOT,760148711,One Year,No,Credit card (automatic),Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,No
7238-XFXKG,769389289,Month-to-Month,Yes,Credit card (automatic),Female,0,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,51,Yes,Yes
2573-ZFEIB,761230059,Two Year,No,Electronic check,Male,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,43,Yes,Yes
8375-YLTVD,761164525,Month-to-Month,No,Credit card (automatic),Male,0,Yes,Yes,DSL,Yes,No,No,No,No,No,43,Yes,Yes
7639-OWHZM,762573557,Month-to-Month,Yes,Mailed check,Male,0,No,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,6,No,No phone service
7197-NYLII,763982582,Two Year,Yes,Bank transfer (automatic),Female,0,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,17,Yes,No
8763-JODVJ,764998391,Two Year,No,Credit card (automatic),Female,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,47,Yes,Yes
7191-BXSGM,762966773,One Year,Yes,Bank transfer (automatic),Female,0,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,55,No,No phone service
5597-KKDNW,762114809,One Year,Yes,Mailed check,Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,29,No,No phone service
5261-PWTOY,765719288,One Year,No,Electronic check,Female,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,No
3434-IUDZP,766112509,One Year,Yes,Electronic check,Male,0,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,23,Yes,Yes
8970-KSEAV,768504574,Month-to-Month,Yes,Credit card (automatic),Male,0,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,2,Yes,Yes
9243-WTAIG,762311427,One Year,No,Bank transfer (automatic),Male,0,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,8,No,No phone service
4953-VHLFK,762475271,Month-to-Month,No,Mailed check,Female,0,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,20,Yes,No
4694-EFPQS,760574732,Two Year,Yes,Bank transfer (automatic),Female,0,No,No,DSL,No,Yes,Yes,Yes,No,Yes,49,No,No phone service
2679-OHSUJ,767816462,Two Year,Yes,Credit card (automatic),Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,61,Yes,No
0826-FWQKN,763523855,Two Year,Yes,Credit card (automatic),Male,0,No,No,DSL,Yes,No,No,Yes,Yes,Yes,25,Yes,No
3738-MIDAX,762442519,One Year,No,Credit card (automatic),Male,0,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,5,No,No phone service
0500-NRXDB,767685403,Two Year,No,Electronic check,Male,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,51,Yes,No
2880-UWLXE,760410912,Month-to-Month,Yes,Bank transfer (automatic),Male,0,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,44,Yes,No
3283-HZZTV,765358886,Two Year,No,Credit card (automatic),Female,0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,61,No,No phone service
3460-LAFJZ,766800680,One Year,No,Electronic check,Female,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,55,Yes,No
2854-SHSWV,767062827,One Year,Yes,Credit card (automatic),Female,0,Yes,Yes,DSL,No,No,No,No,Yes,Yes,55,Yes,No
8181-GACER,762475308,Two Year,No,Electronic check,Female,0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,7,No,No phone service
4732-HEKLO,767128365,Month-to-Month,No,Bank transfer (automatic),Male,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20,No,No phone service
7398-SNXQQ,765719342,One Year,Yes,Credit card (automatic),Male,0,No,No,DSL,No,No,No,No,No,Yes,42,Yes,Yes
6367-OEHMJ,760738608,Month-to-Month,Yes,Bank transfer (automatic),Male,0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,10,No,No phone service
3247-PEFGJ,765883186,One Year,No,Bank transfer (automatic),Male,0,Yes,No,DSL,Yes,No,No,No,No,Yes,62,No,No phone service
7349-DDMRE,766669618,Two Year,Yes,Bank transfer (automatic),Male,0,No,Yes,DSL,No,No,Yes,Yes,No,No,47,Yes,No
2688-TYTJL,765227828,Month-to-Month,Yes,Electronic check,Male,0,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,37,Yes,Yes
7382-RGUPF,761525055,Month-to-Month,Yes,Electronic check,Male,0,No,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,59,No,No phone service
6913-GQALK,765784900,Two Year,No,Mailed check,Male,0,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,51,Yes,No
2224-LARYR,762114888,Two Year,No,Credit card (automatic),Male,0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,17,Yes,Yes
3860-OGUSG,767128394,Month-to-Month,No,Credit card (automatic),Female,0,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,38,Yes,Yes
2553-MXUKC,764703576,One Year,No,Credit card (automatic),Female,0,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,39,No,No phone service
3601-KOYZZ,767193947,Two Year,Yes,Credit card (automatic),Female,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,70,Yes,No
2420-LQDHS,768963425,Month-to-Month,Yes,Credit card (automatic),Female,0,No,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,67,Yes,Yes
8052-GSYUM,764015464,One Year,No,Credit card (automatic),Male,0,Yes,No,Fiber Optic,No,Yes,No,No,No,No,19,Yes,No
8628-PAAGX,766604137,Two Year,Yes,Credit card (automatic),Female,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,8,No,No phone service
8910-SQBYT,769782634,Two Year,Yes,Electronic check,Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,52,No,No phone service
5271-NNEGM,760738675,Month-to-Month,No,Credit card (automatic),Male,0,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,37,No,No phone service
4645-PDHYQ,761688949,One Year,No,Electronic check,Female,0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,6,Yes,No
9696-YNPDX,768209782,One Year,Yes,Credit card (automatic),Female,0,No,Yes,DSL,Yes,Yes,No,No,Yes,No,27,Yes,No
2786-GHNFN,762508152,Month-to-Month,No,Credit card (automatic),Female,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,65,Yes,No
4766-XTJFP,768537467,Two Year,Yes,Credit card (automatic),Male,0,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,18,No,No phone service
4329-JVHZO,767456123,Month-to-Month,Yes,Bank transfer (automatic),Male,0,No,No,DSL,No,No,No,Yes,No,No,49,No,No phone service
5609-NEZOU,767587202,Two Year,No,Electronic check,Male,0,No,No,Fiber Optic,No,No,No,Yes,Yes,Yes,35,Yes,Yes
7245-QYDRG,763622275,Month-to-Month,No,Electronic check,Male,0,No,No,DSL,Yes,No,Yes,No,No,No,33,Yes,No
3995-AKSNL,763032452,One Year,Yes,Electronic check,Male,0,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,15,No,No phone service
1498-NZETV,767423365,One Year,Yes,Electronic check,Male,0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,37,Yes,No
0835-TVXUS,767062916,One Year,No,Mailed check,Male,0,No,No,Fiber Optic,Yes,No,Yes,No,No,No,3,Yes,Yes
3028-SNCMF,764474252,One Year,Yes,Bank transfer (automatic),Male,0,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,16,Yes,No
3533-MCKTJ,767849356,One Year,No,Mailed check,Male,0,Yes,No,DSL,No,No,Yes,Yes,No,No,62,Yes,No
3844-EBLJX,763917203,One Year,Yes,Mailed check,Female,0,Yes,Yes,DSL,No,Yes,No,No,No,No,58,Yes,No
2281-FUJHQ,766407573,One Year,No,Bank transfer (automatic),Female,0,Yes,Yes,DSL,No,Yes,No,No,Yes,No,56,Yes,Yes
5864-PNEIS,765129622,One Year,No,Bank transfer (automatic),Female,0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,52,No,No phone service
1669-RCXGY,766833562,Two Year,No,Credit card (automatic),Female,0,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,63,Yes,Yes
9405-BXQGV,762246043,One Year,Yes,Mailed check,Male,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,9,No,No phone service
9070-BVMVX,760771492,Month-to-Month,No,Mailed check,Female,0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,41,Yes,Yes
2223-CZGOX,764081061,Two Year,No,Mailed check,Male,0,No,Yes,DSL,No,No,Yes,No,Yes,No,40,No,No phone service
5254-MMFNL,766407591,One Year,Yes,Mailed check,Male,0,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,37,Yes,Yes
2993-AZTWF,763163560,Month-to-Month,Yes,Electronic check,Male,0,Yes,No,DSL,No,No,Yes,No,Yes,Yes,33,Yes,No
5072-QYVDJ,765850535,Two Year,No,Bank transfer (automatic),Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,41,No,No phone service
2892-UBVCG,762213291,Two Year,No,Electronic check,Male,0,No,Yes,DSL,Yes,Yes,No,Yes,No,No,12,Yes,No
3853-FANBX,763622317,Month-to-Month,Yes,Electronic check,Female,0,No,No,Fiber Optic,No,Yes,No,Yes,Yes,No,22,No,No phone service
3637-NTTQA,761918383,Two Year,No,Credit card (automatic),Female,0,No,No,DSL,No,No,Yes,Yes,Yes,Yes,22,Yes,No
6012-ZJWBP,766899122,Two Year,Yes,Bank transfer (automatic),Male,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,72,Yes,Yes
9083-DVFAU,764113843,Two Year,Yes,Mailed check,Female,0,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,38,Yes,Yes
5797-CPLPB,768603067,Month-to-Month,Yes,Electronic check,Female,0,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,40,No,No phone service
4243-QMKYO,765391806,One Year,Yes,Bank transfer (automatic),Female,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,70,No,No phone service
7648-WQQGC,764212166,Two Year,Yes,Credit card (automatic),Female,0,No,No,DSL,No,Yes,No,No,Yes,Yes,41,No,No phone service
2293-NQIPV,760968135,Two Year,No,Bank transfer (automatic),Male,0,No,Yes,DSL,No,No,No,No,No,Yes,21,Yes,No
1057-RNYLJ,765064135,Two Year,Yes,Credit card (automatic),Female,0,No,Yes,DSL,No,No,No,No,Yes,No,46,No,No phone service
8572-DVXNL,766833609,Two Year,Yes,Mailed check,Female,0,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,12,No,No phone service
8357-KGMWV,761721803,Month-to-Month,Yes,Electronic check,Female,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,67,No,No phone service
5179-QMTWR,760083413,Month-to-Month,No,Electronic check,Female,0,No,No,Fiber Optic,No,Yes,No,No,No,No,16,No,No phone service
7997-GDZBE,769618902,One Year,No,Mailed check,Male,0,Yes,No,DSL,No,No,Yes,Yes,Yes,No,60,Yes,Yes
1874-RJDXZ,765391831,One Year,Yes,Mailed check,Female,0,No,Yes,DSL,No,No,Yes,No,Yes,No,42,Yes,Yes
9084-UNQVG,764048347,Month-to-Month,Yes,Credit card (automatic),Male,0,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,58,Yes,No
7687-CINPS,766342116,One Year,Yes,Bank transfer (automatic),Male,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,37,Yes,Yes
2324-NINMY,760640491,Two Year,Yes,Credit card (automatic),Female,0,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,24,No,No phone service
8191-MSMUX,762868722,Month-to-Month,Yes,Credit card (automatic),Female,0,No,Yes,DSL,No,No,No,Yes,Yes,Yes,35,No,No phone service
8213-QGJFE,760738803,Month-to-Month,Yes,Mailed check,Female,0,No,No,DSL,Yes,No,No,Yes,Yes,No,5,Yes,Yes
1471-SFJIP,763491319,Month-to-Month,No,Bank transfer (automatic),Male,0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,34,No,No phone service
0501-IJTKZ,767161343,One Year,No,Mailed check,Male,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,19,No,No phone service
4070-OLXIF,760050699,One Year,Yes,Credit card (automatic),Male,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,56,No,No phone service
4900-HPLQJ,765424651,One Year,No,Bank transfer (automatic),Female,0,Yes,Yes,DSL,No,No,No,Yes,No,Yes,67,No,No phone service
2587-DASFX,763753486,One Year,Yes,Mailed check,Female,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,35,No,No phone service
8990-RQGFB,761263121,Two Year,No,Bank transfer (automatic),Male,0,No,No,DSL,No,No,Yes,Yes,No,No,1,No,No phone service
5060-YIMES,767226898,Two Year,No,Mailed check,Female,0,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,65,Yes,No
9614-MSTEO,761754641,Two Year,No,Mailed check,Female,0,No,Yes,Fiber Optic,No,Yes,No,Yes,No,No,9,Yes,No
4836-EPVBF,762606612,Two Year,Yes,Mailed check,Female,0,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,27,No,No phone service
8967-PUEES,769192987,One Year,Yes,Bank transfer (automatic),Male,0,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,48,No,No phone service
4304-FBKLF,762410013,Month-to-Month,Yes,Bank transfer (automatic),Female,0,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,71,No,No phone service
8326-MSNGJ,768963623,Two Year,Yes,Credit card (automatic),Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,13,Yes,Yes
8485-LKVEZ,769324075,Two Year,No,Bank transfer (automatic),Female,0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,4,Yes,Yes
3009-WFHZS,765097004,Month-to-Month,No,Bank transfer (automatic),Male,0,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,19,Yes,No
6904-UNZHR,766276660,Month-to-Month,No,Electronic check,Male,0,No,No,Fiber Optic,No,No,Yes,No,No,No,50,No,No phone service
5957-FWTPV,767554615,One Year,No,Mailed check,Male,0,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,13,No,No phone service
6729-BYKZC,765031484,One Year,No,Credit card (automatic),Male,0,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,42,Yes,Yes
7040-CXLFI,762967108,Two Year,Yes,Credit card (automatic),Female,0,No,No,DSL,No,Yes,No,Yes,No,No,39,No,No phone service
8963-FUXJC,767620165,Two Year,No,Bank transfer (automatic),Male,0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,49,Yes,Yes
2126-EMSXD,764015692,One Year,No,Credit card (automatic),Female,0,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,71,No,No phone service
1025-GNACY,760017997,One Year,No,Mailed check,Female,0,No,Yes,DSL,No,No,No,No,No,Yes,57,No,No phone service
7820-TQELX,766538832,Two Year,No,Electronic check,Male,0,No,No,DSL,No,No,Yes,No,Yes,Yes,16,Yes,Yes
8970-HCFNG,766080087,Month-to-Month,Yes,Electronic check,Female,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,38,Yes,Yes
